,SongName,ArtistName,id,cluster
4811,Tal Vez,Paulo Londra,5jW3rF4URMdK7tO2xjS5EI,1
4812,SORRY PAPI,"Bad Bunny, ABRA",5jZ32WOU7sqzDYbzINwMUk,2
4813,Perfect,Logic,5jbDih9bLGmI8ycUKkN5XA,2
4814,Everybody Dies,Billie Eilish,5jhBwnqzNNrENXnYrAdoCe,0
4815,LA INOCENTE,"Mora, Feid",5jt25aFjW2kNoBqaEVaz5W,0
4816,The Ways (with Swae Lee),"Khalid, Swae Lee",5jyyPsIGM2yqkZN9R3TmvN,1
4817,512,"Mora, Jhayco",5jzEwSyyymBlf1fa1o39T2,0
4818,Him & I (with Halsey),"G-Eazy, Halsey",5k38wzpLb15YgncyWdTZE4,1
4819,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,5kHMfzgLZP95O9NBy0ku4v,1
4820,betty,Taylor Swift,5kI4eCXXzyuIUXjQra0Cxi,1
4821,Sweet Creature,Harry Styles,5kRPPEWFJIMox5qIkQkiz5,1
4822,Yo No Soy Celoso,Bad Bunny,5kVZxyMY1gfdCLiChsfjn1,1
4823,BEAUTIFUL (feat. Future & SZA),"DJ Khaled, Future, SZA",5kYSScXYOZYyi0fxramiW6,1
4824,Confía,"Sech, Daddy Yankee",5kbps8unnGH4raN5WduZuq,0
4825,Saturday Nights,Khalid,5kfNriitmkNE8mUbZ7gbq8,0
4826,Something Special,Pop Smoke,5kkaSMcf4BFlhRRICCKZb6,2
4827,Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",5knuzwU65gJK7IF5yJsuaW,1
4828,JGL,"La Adictiva, Luis R Conriquez",5kpxVMDvYGRmNqawPqDTYR,2
4829,La Zona,Bad Bunny,5kqNIqFjijuzvVLhuY9B8j,2
4830,Ain't Shit,Doja Cat,5lAnYvAIkSDNXqfo7DyFUm,0
4831,Au DD,PNL,5lCxlSBFyP5g4EhVypAoOu,1
4832,Shallow,"Lady Gaga, Bradley Cooper",5lK18Pt33xNudq4qYDxIm8,0
4833,t h e . c l i m b . b a c k,J. Cole,5lLNBIyjp72btcnrjBG751,3
4834,Intro,Drake,5lVmzrKaqPpPYtF7udoiNq,2
4835,Zack And Codeine,Post Malone,5lZZmityu9TAjNvSY6GLhR,0
4836,Bounce Out With That,YBN Nahmir,5lZsh9Qf7CbHI9Fcc7Zcsq,2
4837,Train food,XXXTENTACION,5lar0mCUejpILVkAz50s2J,2
4838,Up Up And Away,Juice WRLD,5lcIegmdblnWqT9nS9EhZj,2
4839,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams",5lfWrciYtohtIMVDVZd0Rf,1
4840,Someone Like You,Adele,5lkpeJwmQKgY3bX2zChjxX,1
4841,RNP (feat. Anderson .Paak),"Cordae, Anderson .Paak",5lw8Mgb4LyhriPIC86gV6e,0
4842,Date La Vuelta,"Luis Fonsi, Sebastian Yatra, Nicky Jam",5lwVd35Zg6DJ4qibVMq99H,1
4843,Jangueo,"Alex Rose, Rafa Pabön",5m3jpKkgkfoMcym1qjToFg,1
4844,All Night,"Steve Aoki, Lauren Jauregui",5mAxA6Q1SIym6dPNiFLUyd,0
4845,Passionfruit,Drake,5mCPDVBb16L4XQwDdbRUpz,3
4846,Escapism.,"RAYE, 070 Shake",5mHdCZtVyb4DcJw8799hZp,1
4847,Tu No,Irama,5mQTzYTDDob48mOP3U9k7Q,0
4848,Lucky Strike,Troye Sivan,5mTJcvxRxq3uF5wUjjciDw,0
4849,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)","Eminem, Royce Da 5'9"", Black Thought, Q-Tip, Denaun",5mZXWEH2eh8zMZGCxT5aW0,1
4850,Andas En Mi Cabeza,"Chino & Nacho, Daddy Yankee",5mey7CLLuFToM2P68Qu1gF,1
4851,Cupid,FIFTY FIFTY,5mg3VB3Qh7jcR5kAAC4DSV,0
4852,Strangers,Kenya Grace,5mjYQaktjmjcMKcUIcqz4s,0
4853,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2","Diplo, French Montana, Lil Pump, Zhavia",5mqzhMuUpvnMfwNz6iepmO,0
4854,That’s It,"Future, Lil Uzi Vert",5n6gBhdEjCuj3obgCoTEFD,1
4855,Chang,PNL,5n9NAd0Y5OUeOGU0nVtLua,3
4856,This Town,Niall Horan,5nA67Y0XX9JipZwYxX7Gl7,1
4857,Harleys In Hawaii,Katy Perry,5nCthAh3jt4xKuLJAifAaR,0
4858,All Day And Night,"Jax Jones, Martin Solveig, Madison Beer, Europa",5naYe7rLMZcLfO1DKg48MK,2
4859,Go Go,BTS,5nq1uTNIR1cBR72T87viS0,1
4860,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",5nujrmhLynf4yMoMtj8AQF,0
4861,Close Friends (Lil Baby & Gunna),Lil Baby,5nzhL67GpF9szXWg5y509A,0
4862,Boys,Charli XCX,5o4yGlG0PfeVUa6ClIyOxq,2
4863,That That (prod.&feat. SUGA of BTS),"PSY, SUGA",5oH4DQAuu1J1800RzUsBWa,0
4864,Máquina do Tempo,Matuê,5oI9blwsXC8AkTWw6wASY8,1
4865,Love On The Brain,Rihanna,5oO3drDxtziYU2H1X23ZIp,1
4866,golden hour,JVKE,5odlY52u43F5BjByhxg7wg,0
4867,Goutte d'eau,Ninho,5ojNTROUJJgCFFbdD3xTZn,2
4868,Mamita,CNCO,5ojXuKXBYq0apcNucYSDXq,0
4869,Jetzt rufst du an,Loredana,5opjywL6TBjJRF22TcFDMo,2
4870,One More Year,Tame Impala,5ozqshq2dtU7SYCpCBu0NE,3
4871,Outro: Tear,BTS,5p10VwQ8LRoyTc8LFrvPw6,1
4872,Piece Of Your Heart,"MEDUZA, Goodboys",5p1ex0pXv6jSPJ6QbumQpD,2
4873,GOD.,Kendrick Lamar,5p3NP9mQblDsVJLdfNZJ3I,1
4874,Worldwide Steppers,Kendrick Lamar,5p56JT5F9a1z9pwXnqTg7d,0
4875,Hurt Feelings,Mac Miller,5p7GiBZNL1afJJDUrOA6C8,1
4876,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,0
4877,Wild Flower (with youjeen),"RM, Youjeen",5p8ThxM2OhJ0igfxkz0Z1q,1
4878,Bad Husband (feat. X Ambassadors),"Eminem, X Ambassadors",5p9ufaI7TwrlXtmiKCz3q3,1
4879,Be Honest (feat. Burna Boy),"Jorja Smith, Burna Boy",5pAbCxt9e3f81lOmjIXwzd,0
4880,Overtime,Zach Bryan,5pIVEk6Di7n1v5khOzJaJL,0
4881,Blanco,J Balvin,5pXy29xzxR3aTB0SYRI590,2
4882,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),"Taylor Swift, Maren Morris",5pcjystBtalYeqaiXCcgEY,1
4883,SO DONE,The Kid LAROI,5psEZhQu6lukjhavJo4AbC,2
4884,Obsession (feat. Jon Bellion),"Vice, Jon Bellion",5pvVAwQbuFoR7LkcicrKnk,1
4885,Physical,Dua Lipa,5px6upUHM3fhOP621Edp4V,0
4886,BREAK MY SOUL,Beyoncé,5pyoxDZ1PX0KxBxiRVxA4U,1
4887,Sola (Remix),"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",5q2JbCNi4FcnglgPfxcV65,3
4888,Nights With You,MØ,5q5gzmbBS5yQzos2BvVr1t,0
4889,VISTA AL MAR,Quevedo,5q86iSKkBtOoNkdgEDY5WV,0
4890,No Es Justo,"J Balvin, Zion & Lennox",5qFeMRz4TvetPmzjre9Dq7,1
4891,REEL IT IN,Aminé,5qHirGR7M9tdm6C17DlzSY,2
4892,Por Eso Vine,Paulo Londra,5qN1G8fSHq4Sv5FRoOkNGu,0
4893,Black Panther,Kendrick Lamar,5qN4HFkapdAOV94XPryVof,2
4894,Your Power,Billie Eilish,5qNh5WtzMbfpSj2jLlBkoD,1
4895,AHORA QUÉ,Quevedo,5qP24CrDI0rmY5zwRvUfzU,2
4896,Demons,Imagine Dragons,5qaEfEh1AtSdrdrByCP7qR,0
4897,Up,NAV,5qbcsZMwL0x46sX7VO37Ye,0
4898,Truth Hurts,Lizzo,5qmq61DAAOUaW8AUo8xKhh,0
4899,Wonderwall - Remastered,Oasis,5qqabIl2vWzo9ApSC317sa,1
4900,Be Alright,Dean Lewis,5qrSlOut2rNAWv3ubArkNy,0
4901,BATICANO,Bad Bunny,5qzLdvRViHUrRNdkpakG7C,1
4902,The Louvre,Lorde,5r011NB07RHjABbuVGVIbd,1
4903,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",5rAtoPMDrOFN5wLdM6YmRx,1
4904,"Fire On Fire - From ""Watership Down""",Sam Smith,5rFj8OzffT0iggSjcBaeND,1
4905,POP!,NAYEON,5rJ7bdPmr8nfmm2JQ8xHOz,2
4906,Tap (feat. Meek Mill),"NAV, Meek Mill",5rU6kDNXZLXIinFezpbWbO,2
4907,edamame,"bbno$, Rich Brian",5rW7qTn83sCKtqBoneJs63,2
4908,Life is Beautiful,Lil Peep,5rYpwP1dHWGVMrSZbTmt3e,0
4909,Mood Swings (feat. Lil Tjay),"Pop Smoke, Lil Tjay",5rZlwNFl01HqLWBQGryKSm,0
4910,That Way,"Lil Uzi Vert, WanMor",5raTDhlbxFDnpn89bxArdH,0
4911,Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",5rb9QrpfcKFHM1EUbSIurX,1
4912,Nuestra Canción,"Monsieur Periné, Vicente Garcia",5reQI13tWWYDLMrGcUF4Mk,1
4913,Fly Away,Tones And I,5ri4zqtWhG07hIuNNDWP76,0
4914,Dos Oruguitas,Sebastian Yatra,5rohUzwEoRsUvAA1Bf3DLo,0
4915,The World's First Ever Monster Truck Front Flip,Arctic Monkeys,5rqQTEIVK2PTuXU9GI2wT0,0
4916,Murder On The Dancefloor,Sophie Ellis-Bextor,5rtpGGu3bPKsJEFjDGs63M,1
4917,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie",5rurggqwwudn9clMdcchxT,0
4918,Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross",5ry2OE6R2zPQFDO85XkgRb,0
4919,Hittas,Lil Wayne,5s6pKnF3ZPtuqvEx1i1V7U,1
4920,Te Soñé de Nuevo,Ozuna,5s8LepdwU0THzpd0M7nLsa,0
4921,Lemonade - Remix,"Internet Money, Don Toliver, Roddy Ricch",5sBplhIrmzA4kQGyIOpmDf,0
4922,Icy (feat. Gucci Mane),"Logic, Gucci Mane",5sCwso3aURYAdieWEFI1nE,1
4923,Dance Again,Selena Gomez,5sK3o66yupTNIK6gWgzGjf,2
4924,Numb / Encore,"JAY-Z, Linkin Park",5sNESr6pQfIhL3krM8CtZn,0
4925,BRACKETS,J. Cole,5sWbwccBcyHsg5LEKWGZo9,3
4926,POP/STARS,"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends",5sbooPcNgIE22DwO0VNGUJ,0
4927,110,"Capital Bra, Samra, LEA",5sdQ7VUx6GOfsRoSxnK1YG,0
4928,Super Shy,NewJeans,5sdQOyqq2IDhvmx2lHOpwd,2
4929,I Found You (with Calvin Harris),"benny blanco, Calvin Harris",5sdb5pMhcK44SSLsj1moUh,0
4930,ballad of a homeschooled girl,Olivia Rodrigo,5sp71CUt0jXRNqHblPGp7b,0
4931,Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",5srVvRaKkYnzTCxgEQmHcg,0
4932,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",5stPVcRqb4qixbafP9e8lt,1
4933,Collide,Ed Sheeran,5sv0WnUs74Orn6GoPmC5im,0
4934,Ruin My Life,Zara Larsson,5tAa8Uaqr4VvA3693mbIhU,0
4935,FUK SUMN,"¥$, Kanye West, Ty Dolla $ign",5tEaVciE2GnR28aN6W9cLS,0
4936,Both (feat. Drake),"Gucci Mane, Drake",5tFep7dXGd7vEJ668wTPux,0
4937,X,Lil Uzi Vert,5tRmoZRoupvMYPV1oezFrH,0
4938,Free Fallin',Tom Petty,5tVA6TkbaAH9QMITTQRrNv,1
4939,Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",5tf1VVWniHgryyumXyJM7w,0
4940,Look What You Made Me Do,Taylor Swift,5troof8mcGO3AafoDbk1gc,0
4941,Love song,Lana Del Rey,5tyMJlMqaggzvuX7TtlrTe,1
4942,1-800-273-8255,"Logic, Alessia Cara, Khalid",5tz69p7tJuGPeMGwNTxYuV,1
4943,Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper",5u1n1kITHCxxp8twBcZxWy,0
4944,Ghostface Killers (feat. Travis Scott),"21 Savage, Offset, Metro Boomin, Travis Scott",5u6vkDnOyaf8LsteDAj2ub,1
4945,Sal y Perrea,Sech,5u7twkeask1VIyDeNTElSU,0
4946,Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,0
4947,Chill Bill (feat. J. Davi$ & Spooks),"Rob $tone, J. Davi$, J Spooks",5uDASfU19gDxSjW8cnCaBp,0
4948,Goosebumps - Remix,"Travis Scott, HVME",5uEYRdEIh9Bo4fpjDd4Na9,2
4949,Forget Me,Lewis Capaldi,5uSFGgIfHMT3osrAd9n9ym,0
4950,OverHeated,Billie Eilish,5uSG6fUPRaehaV820zcpsK,0
4951,You Proof,Morgan Wallen,5uU1uuyaUIBOiiUSQG7Wl3,2
4952,Layla,"DJ Robin, Schürze",5ucyKDPjLpYLGadsRO1wSB,0
4953,Best Part of Me (feat. YEBBA),"Ed Sheeran, Yebba",5ug4vqGZ3eisGhY1IsziNX,1
4954,Down In Atlanta,"Pharrell Williams, Travis Scott",5unjCay0kUjuej5ebn4nS4,2
4955,Feels Great (feat. Fetty Wap & CVBZ),"Cheat Codes, Fetty Wap, CVBZ",5uu28fUesZMl89lf9CLrgN,0
4956,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",5v4GgrXPMghOnBBLmveLac,1
4957,Ai Preto,"L7NNON, DJ Biel do Furduncinho, Bianca",5vC8UAOHeG95ehRzZChniB,2
4958,Whoopty,CJ,5vGLcdRuSbUhD8ScwsGSdA,2
4959,TO THE MOON,"JNR CHOI, Sam Tompkins",5vUnjhBzRJJIAOJPde6zDx,2
4960,Another One Bites The Dust - Remastered 2011,Queen,5vdp5UmvTsnMEMESIF2Ym7,0
4961,What Would Meek Do?,"Pusha T, Kanye West",5vnuJ8EopkP5dHukpOmT3L,2
4962,Huncho Jack,"Huncho Jack, Travis Scott, Quavo",5vuiHi3QYbwcm1OKJOYnrf,0
4963,Chemical,Post Malone,5w40ZYhbBMAlHYNDaVJIUu,0
4964,Con Calma,"Daddy Yankee, Snow",5w9c2J52mkdntKOmRLeM2m,0
4965,drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,1
4966,Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",5wG3HvLhF6Y5KTGlK0IW3J,0
4967,Woman (feat. The Dap-Kings Horns),"Kesha, The Dap-Kings Horns",5wIeuNURiubue1VTcglU57,0
4968,Life's A Mess (feat. Halsey),"Juice WRLD, Halsey",5wWAwzGp2OaaoIkwcz6wZs,0
4969,Brown Paper Bag,Migos,5wihevBA7MO9PNYyWyTfkh,0
4970,El Jefe,"Shakira, Fuerza Regida",5wjsJIUf6pdrwauPDae43o,2
4971,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)","Saweetie, Post Malone, DaBaby, Jack Harlow",5woaU1FNkqCwg6WzWiQPW5,1
4972,prove it,"21 Savage, Summer Walker",5wttBUDyaHAR5q9fYnN3YF,0
4973,Armed And Dangerous,Juice WRLD,5wujBwqG7INdStqGd4tRMX,2
4974,La Bachata,Manuel Turizo,5ww2BF9slyYgNOk37BlC4u,2
4975,on the street (with J. Cole),"j-hope, J. Cole",5wxYxygyHpbgv0EXZuqb9V,0
4976,Last Christmas,Ariana Grande,5xDrO9DEDJGUQGfyoHvgDJ,0
4977,Harami,Samra,5xIODxqlpUnRVA9ewZUCug,0
4978,SOS,SZA,5xMw6qCcpd2gBXPGTegC4W,2
4979,Ni Tú Ni Yo (feat. Gente de Zona),"Jennifer Lopez, Gente De Zona",5xMzazov0IHYllrc8U2K6F,0
4980,Come Alive,"Hugh Jackman, Keala Settle, Daniel Everidge, Zendaya, The Greatest Showman Ensemble",5xNUR50KxswPRAvx7S163g,1
4981,Popular (with Playboi Carti & Madonna),"The Weeknd, Playboi Carti, Madonna",5xP9lQYA8YQmQh6BOxcAnR,0
4982,Speak Now (Taylor's Version),Taylor Swift,5xXqyjLicvEpch72qEryFT,1
4983,Ayala (Outro),XXXTENTACION,5xbrhx2tMMcN68IT3cJbhS,2
4984,Checklist (with Calvin Harris) (feat. Wizkid),"Normani, Calvin Harris, Wizkid",5xesHO6GLWTrjsKOjAXRmf,2
4985,It Won't Kill Ya,"The Chainsmokers, Louane",5xhJmd0I15jFcEdqxfCzKk,0
4986,Inside Out,Camila Cabello,5xi2SXmF3A5AIsuGXiUIZu,0
4987,Ateo,"C. Tangana, NATHY PELUSO",5xiAfKzE3mbxYbOkUZPR11,1
4988,Shots,Lil Tecca,5xjei7JnROsAzLY2a7RdZU,2
4989,Little Saint Nick - 1991 Remix,The Beach Boys,5xlS0QkVrSH7ssEbBgBzbM,2
4990,Lullaby,"Sigala, Paloma Faith",5xzCzOAOfRi4DOttSzvznR,0
4991,Yeah Yeah Yeah,BLACKPINK,5y4WmuvFX1t3NdSId0MFOh,0
4992,Una Locura,"Ozuna, J Balvin, Chencho Corleone",5y7DaS3jAc9eZzcSOoUIwU,1
4993,All Falls Down (feat. Juliander),"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",5yFSF6qQA1rcLsQRnBsZgb,0
4994,Agora é Tudo Meu,"DENNIS, MC Kevinho",5yH8pYxNckOU1cxfPsMIaz,0
4995,Side Effects,"The Chainsmokers, Emily Warren",5yNEdBlZMxpcVtGKz5NFk5,0
4996,Angst,Apache 207,5yUzqd3H7cmJ1no6B4uTzu,0
4997,Life Is Good (feat. Drake),"Future, Drake",5yY9lUy8nbvjM1Uyo1Uqoc,1
4998,Rainy Days,V,5ydjxBSUIDn26MFzU3asP4,0
4999,Go Flex,Post Malone,5yuShbu70mtHXY0yLzCQLQ,0
5000,Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion",5zFglKYiknIxks8geR8rcL,1
5001,Thot Shit,Megan Thee Stallion,5zNW5ARjYhJQJz1AChP33n,0
5002,DANÇARINA,"PEDRO SAMPAIO, Mc Pedrinho",5zNxUkUW9WiV5oyg6gh2wB,2
5003,Tú Foto,Ozuna,5zSOVwaY3sVjnmLhuEfsuf,0
5004,La Luz,"Sech, J Balvin",5zj8WNkBrEzlI5FKeYV4ol,0
5005,Our Song,"Anne-Marie, Niall Horan",5zqObw7wjBgL9TDiAymxPn,2
5006,Pink Venom,BLACKPINK,5zwwW9Oq7ubSxoCGyW1nbY,0
5007,Falling Back,Drake,5zyZM1EiSqrniyqtprwxpv,1
5008,Arcoíris,"J Balvin, Mr Eazi",5zzbORcD0GwLY0wQHP1Xs1,0
5009,BESO,"ROSALÍA, Rauw Alejandro",609E1JCInJncactoMmkDon,0
5010,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","Calvin Harris, Young Thug, Pharrell Williams, Ariana Grande, Funk Wav",60APt5N2NRaKWf5xzJdzyC,1
5011,Sinceramente,Annalisa,60QN1JrgYM7jcfW8pdQFqT,0
5012,Lucky You (feat. Joyner Lucas),"Eminem, Joyner Lucas",60SdxE8apGAxMiRrpbmLY0,1
5013,Stepping Stone,Eminem,60Z57Wdrn0pEVpHI7d7GAX,3
5014,In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,0
5015,Confirmation,Justin Bieber,60brXKLTC15vK0av5gIldm,2
5016,Saturday,Twenty One Pilots,60dwJ8dnqZ4WrIdiu7LkNR,0
5017,Hold Me While You Wait,Lewis Capaldi,60iSKGrGazRzICtMjADNSM,0
5018,All Night (feat. Knox Fortune),"Chance the Rapper, Knox Fortune",60xaS8mYBKUW4VQQ666N0T,2
5019,Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,1
5020,Righteous,Juice WRLD,615vw74T1NebV8pKoutm2J,1
5021,Give Yourself A Try,The 1975,619pVMIK3WvX529JIkQTY3,0
5022,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",61AZsmFB3VoJdmraMk5ZSn,0
5023,Ahora Me Llama,"KAROL G, Bad Bunny",61HHDBLqF3AmSvLfHKNGd2,1
5024,deja vu,Olivia Rodrigo,61KpQadow081I2AsbeLcsb,0
5025,In The Bible (with Lil Durk & Giveon),"Drake, Lil Durk, Giveon",61S79KIVA4I9FXbnsylEHT,3
5026,Bon Appétit,"Katy Perry, Migos",61WbtB6ujkpNAsAf5LjF4b,1
5027,In Your Eyes (feat. Alida),"Robin Schulz, Alida",61ZM92T2zaXIVsqncThQzC,0
5028,Better To Lie (with Jesse & Swae Lee),"benny blanco, Jesse®, Swae Lee",61sqsOPon94ecMskeEXwev,0
5029,Black & Chinese,"Huncho Jack, Travis Scott, Quavo",628Ueb4sRiXApObhcU9iPU,0
5030,Nail Tech,Jack Harlow,62Yo3FDddWY8ydu6PW2wyz,0
5031,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",62aP9fBQKYKxi7PDXwcUAS,0
5032,1000 Doves,Lady Gaga,62hTXlVQacy3pjBW4ntRPl,0
5033,Only Love Can Hurt Like This,Paloma Faith,62ke5zFUJN6RvtXZgVH0F8,1
5034,Bad Man (Smooth Criminal),Polo G,62l3NSQPUxvcwwzKUmysrE,2
5035,Mala Mía,Maluma,62o8KoI44JfN7aYxgTnPvh,0
5036,No Role Modelz,J. Cole,62vpWI1CHwFy7tMIcSStl8,1
5037,JACKBOYS,JACKBOYS,62zKJrpbLxz6InR3tGyr7o,2
5038,Rewrite The Stars,"Zac Efron, Zendaya",630sXRhIcfwr2e4RdNtjKN,0
5039,A Veces (feat. Feid),"Paulo Londra, Feid",63OA8vSo2PhUkmQopR1l64,0
5040,Nevermind,Dennis Lloyd,63SevszngYpZOwf63o61K4,2
5041,DODI,Shindy,63THFs9ovzO3WQsz4lzh0H,0
5042,RAP DEVIL,mgk,63TyoT9Ee03rQxv8xmdJ2l,1
5043,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",63VyEdzMM3w4ZQ1WtARa2S,0
5044,SUPERMODEL,Måneskin,63WuQOXohQIxOxIFA2K7bR,2
5045,In Da Getto,"J Balvin, Skrillex",63aj87TQG6F3RVO5nbG2VQ,2
5046,Pure Water (with Migos),"Mustard, Migos",63cd4JkwGgYJrbOizbfmsp,0
5047,People You Know,Selena Gomez,63mdJr3NMY3wReOkNE6c6W,0
5048,UN PREVIEW,Bad Bunny,63ui2w3QJBp8xx0c1MJB2Z,2
5049,B.S. (feat. H.E.R.),"Jhené Aiko, H.E.R.",63wx9vdskaXbYxyDx4oJCZ,0
5050,KEIN SCHLAF,"Nimo, Hava",6416zJN0FGPmh1Ph4BH2h3,0
5051,500 PS,"Bonez MC, RAF Camora",641R77CBy4bOLGRcA9sgHy,0
5052,Babushka Boi,A$AP Rocky,643PW82aBMUa1FiWi5VQY7,0
5053,Love Maze,BTS,645YBsxhFPSOKxGep3uHLv,1
5054,Letzte Träne,Kontra K,64A5aseVdsvdNOjobGQclN,0
5055,Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",64CovjRwInpOJW4PiGMprY,2
5056,masquerade,siouxxie sixxsta,64EA2RKyciBwCuVczLH6Ct,2
5057,Bad Blood (Taylor's Version),Taylor Swift,64FzgoLZ3oXu2SriZblHic,0
5058,Warning,Morgan Wallen,64SCQtbRtmO28ks1QhS3w5,2
5059,New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",64dLd6rVqDLtkXFYrEUHIU,0
5060,LUMBERJACK,"Tyler, The Creator",64v1g2HcPumBz2Wd1rT56b,2
5061,Mile High (feat. Travis Scott & Metro Boomin),"James Blake, Travis Scott, Metro Boomin",64ydkbrt0xhdJXRaam06Mc,0
5062,Good Goodbye (feat. Pusha T and Stormzy),"Linkin Park, Pusha T, Stormzy",650OeHTLxZAQmb4aEbGmaA,0
5063,Chained To The Rhythm,"Katy Perry, Skip Marley",6520aj0B4FSKGVuKNsOCOi,1
5064,TUTA GOLD,Mahmood,654Jxp6rUFgPckixlIusRJ,0
5065,OMG,NewJeans,65FftemJ1DbbZ45DUfHJXE,0
5066,Tell Me You Love Me,Demi Lovato,65MOTX6uSFAnqXl7dlAuId,1
5067,REMIX,Daddy Yankee,65MqlYPOWReasKWcuCaOCW,2
5068,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",65NwOZqoXny4JxqAPlfxRF,1
5069,Higher Power,Coldplay,65OR4ywy8Cgs3FDHK82Idl,0
5070,Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",65OVbaJR5O1RmwOQx0875b,0
5071,A Holly Jolly Christmas,Burl Ives,65Q2mv3UlVi9eO70OpsmSe,2
5072,Frosty The Snowman,Ella Fitzgerald,65irrLqfCMRiO3p87P4C0D,2
5073,Be Something,"Polo G, Lil Baby",65jw6GhwQW3Db55PxlPEpS,0
5074,Two®,Lil Uzi Vert,65kp3OFn7JXbCvkm3m2Ui2,0
5075,$$$ - with Matt Ox,"XXXTENTACION, Matt OX",65u1dHQyQyE4y4aN2eDmMF,2
5076,"Fuego (with Sean Paul & Anitta, feat. Tainy)","DJ Snake, Sean Paul, Anitta, Tainy",660eekzsNZ7sdATvfIsAkR,0
5077,Astronomia,"Vicetone, Tony Igy",665AK0ovB11McZRwfa852G,0
5078,Flames,"David Guetta, Sia",66BjcDhhwWCcQIBxHMpKXh,0
5079,Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Marshmello, The Kid LAROI, Polo G",66FgjA5ZQJJuypFG1bc8se,2
5080,The Christmas Song (Shawn Mendes & Camila Cabello),"Shawn Mendes, Camila Cabello",66VenHDtrQAw7FCjyF2J56,0
5081,Secrets,"Regard, RAYE",66W1rVTnEv86dIkFhoiElg,0
5082,Last Memory,Takeoff,66XXCMX3Na7KNfm5e0tOVZ,2
5083,El Farsante,Ozuna,66gNNRsKkmECPQUrvpMQtS,1
5084,All The Stars (with SZA),"Kendrick Lamar, SZA",66kQ7wr4d2LwwSjr7HXcyr,1
5085,Hold Me While You Wait,Lewis Capaldi,6700Z4Izi8EbB6JNthU6Ma,0
5086,Unica,Ozuna,6752EZMgXswvRBH3N2PilO,1
5087,Ski,"Young Stoner Life, Young Thug, Gunna",6755DFiZ7CWe2WMdTGW5C1,2
5088,Sola,Manuel Turizo,675w3ACw5xZR3ODhUJlEVN,0
5089,LA DROGA,Bad Bunny,67ACYA3UI6QMNtHX6b34wX,2
5090,MONTERO (Call Me By Your Name),Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,2
5091,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,"BIA, Nicki Minaj",67G6iaOw8DZqp1z8STR89R,1
5092,Shotta Flow (feat. Blueface) - Remix,"NLE Choppa, Blueface",67XyC1GdSkKb9sbRRkUDXS,0
5093,Reputation,Post Malone,67dU06KGaJHLLlo5Y5bkD2,1
5094,Draco,Future,67dyMPOUsbZ9Yg06PnfAAh,1
5095,Caramelo - Remix,"Ozuna, KAROL G, Myke Towers",67jvGGbJmOmVonlyX3mNkV,1
